Date,Open,High,Low,Close,Volume,buy_setup_cond,buy_setup_count,sell_setup_cond,sell_setup_count,buy_intersection,sell_intersection,buy_countdown_count,sell_countdown_count,tdst_support,tdst_resistance,bb_middle,bb_upper,bb_lower,recommendation
2025-05-12 00:00:00-04:00,426.67357794485923,433.53615389733164,414.07227267254956,431.8553161621094,184200,False,0,False,0,False,False,0,0,,,,,,HOLD
2025-05-13 00:00:00-04:00,433.6355780604883,462.47831146359414,433.6355780604883,454.21337890625,164900,False,0,False,0,False,False,0,0,,,,,,HOLD
2025-05-14 00:00:00-04:00,452.532586123013,452.532586123013,417.7223871904735,419.5424499511719,189300,False,0,False,0,False,False,0,0,,,,,,HOLD
2025-05-15 00:00:00-04:00,417.72234580579294,424.8136847706863,406.7223264610736,418.4881591796875,99000,False,0,False,0,False,False,0,0,,,,,,HOLD
2025-05-16 00:00:00-04:00,419.8209227153131,434.70974303139866,417.09579118953735,433.7350769042969,87100,False,0,True,1,False,False,0,0,,,,,,HOLD
2025-05-19 00:00:00-04:00,424.5624035421131,428.75533336742325,420.00094766712016,427.9585876464844,68800,True,1,False,0,False,False,0,0,,,,,,HOLD
2025-05-20 00:00:00-04:00,427.75942134310475,427.75942134310475,395.869195564523,401.7851257324219,164100,True,2,False,0,False,False,0,0,,,,,,HOLD
2025-05-21 00:00:00-04:00,399.9326365946051,400.2214698516794,385.0033947542592,391.9650573730469,122900,True,3,False,0,False,False,0,0,,,,,,HOLD
2025-05-22 00:00:00-04:00,391.9849559686799,395.1222145269726,388.4991401429342,390.6802673339844,65700,True,4,False,0,False,False,0,0,,,,,,HOLD
2025-05-23 00:00:00-04:00,382.8720184131203,394.9329561837671,378.4699483082774,391.62640380859375,59800,True,5,False,0,False,False,0,0,,,,,,HOLD
2025-05-27 00:00:00-04:00,398.518373953262,406.53573769634113,398.37892673983106,403.95623779296875,93500,False,0,True,1,False,False,0,0,,,,,,HOLD
