Date,Open,High,Low,Close,Volume,buy_setup_count,sell_setup_count,buy_perfect,sell_perfect,buy_intersection,sell_intersection,buy_countdown_count,sell_countdown_count,tdst_support,tdst_resistance,bb_middle,bb_upper,bb_lower,recommendation
2025-05-12 00:00:00-04:00,21.836269434711625,22.296908183555548,20.782678520051704,21.414833068847656,351200,0,0,False,False,False,False,0,0,,,,,,HOLD
2025-05-13 00:00:00-04:00,21.679454929222064,22.261624583931,21.28741990558269,22.14989471435547,388900,0,0,False,False,False,False,0,0,,,,,,HOLD
2025-05-14 00:00:00-04:00,22.14989645039154,22.238104150687676,21.375629274316953,21.44423484802246,357200,0,0,False,False,False,False,0,0,,,,,,HOLD
2025-05-15 00:00:00-04:00,21.316824314101954,21.32172391096538,20.557259683678694,20.758176803588867,270700,0,0,False,False,False,False,0,0,,,,,,HOLD
2025-05-16 00:00:00-04:00,20.75817764460264,21.062003135209046,20.530797832077425,21.003198623657227,209100,0,0,False,False,False,False,0,0,,,,,,HOLD
2025-05-19 00:00:00-04:00,20.816982076712158,20.939492565771925,20.547459374653013,20.650367736816406,153000,0,0,False,False,False,False,0,0,,,,,,HOLD
2025-05-20 00:00:00-04:00,20.669968905707982,20.77777872927959,20.503354573534416,20.591562271118164,219500,0,0,False,False,False,False,0,0,,,,,,HOLD
2025-05-21 00:00:00-04:00,20.434751271508944,20.547460704414696,19.89570396314364,19.915306091308594,271200,0,0,False,False,False,False,0,0,,,,,,HOLD
2025-05-22 00:00:00-04:00,19.87610006219514,19.895700317406664,19.35665497717918,19.425260543823242,221100,0,0,False,False,False,False,0,0,,,,,,HOLD
2025-05-23 00:00:00-04:00,19.278250921432726,19.87610271517813,19.209645345631465,19.738889694213867,263900,0,0,False,False,False,False,0,0,,,,,,HOLD
2025-05-27 00:00:00-04:00,19.827096331185306,20.98359560211717,19.797695011343684,20.640565872192383,306500,0,1,False,False,False,False,0,0,,,,,,HOLD
2025-05-28 00:00:00-04:00,20.581762269853833,20.58862282736733,19.503669586608193,19.572275161743164,366500,1,0,False,False,False,False,0,0,,,,,,HOLD
